Review,Hasil Perbandingan
"['mantap', 'tiada', 'bandingannya', 'daging', 'tebal', 'empuk', 'berbau', 'sulit', 'parkir', 'krn', 'didalam', 'terminal', 'angkot', 'st', 'hall', 'parkir', 'masuk', 'kedalam', 'terminal', 'angkot', 'parkir', 'stasiun', 'ka', 'sate']",Positive
"['kue', 'enak', 'harga', 'terjangkau', 'orang', 'dijatah', 'bungkus']",Positive
"['tinggal', 'lembang', 'kalinya', 'ane', 'berkunjung', 'floating', 'market', 'wow', 'kesan', 'kesini', 'bagus', 'guy', 'pa', 'turun', 'hujan', 'maybe', 'next', 'time', 'i', 'will', 'visit', 'again', 'see', 'you', 'floating', 'market']",Positive
"['murah', 'meriah', 'pelayannya', 'jutek', 'ramah']",Negative
"['penuh', 'banget', 'penuh', 'asap', 'indoor', 'outdoor', 'dateng', 'kesana', 'jam', 'malem', 'penuh', 'meja', 'orang', 'pegawainya', 'gak', 'ngearrage', 'kursi', 'kursi', 'dipake']",Negative
"['ma', 'tergasopan', 'makan', 'ber', 'makan', 'resto', 'resto', 'sepi', 'siang', 'diusir', 'pindah', 'meja', 'pojokkan', 'meja', 'orang', 'disuru', 'pindah', 'meja']",Negative
['mahal'],Negative
"['kelebihannya', 'daging', 'empuk']",Positive
"['kuliner', 'malam', 'nikmat', 'dikota', 'bandung', 'harga', 'mahal']",Positive
['top'],Positive
"['udah', 'kali', 'kesini', 'sisi', 'gerobak', 'bakso', 'pelayannya', 'harga', 'lumayan', 'murah']",Positive
"['ruangan', 'ngumpul', 'bareng', 'keluargasambil', 'menunggupesanan', 'hidangkan']",Positive
"['satunya', 'pa', 'kerja', 'shift', 'malam', 'jam', 'malam', 'malam']",Positive
"['martabak', 'pioneer', 'terkenal', 'kota', 'bandung', 'terletak', 'kota', 'ditambah', 'kuliner']",Positive
"['enakcoklatnya', 'lumerdan', 'mantab', 'antriannya']",Positive
"['mantep', 're']",Positive
"['nongkrong', 'musik']",Positive
"['cocok', 'ngobrol', 'ngobrol', 'berlama', 'grup', 'msupun', 'privasi', 'terjaga', 'menu', 'harga', 'lumayanlah', 'parkir', 'luas']",Positive
"['warung', 'ma', 'ari', 'dewi', 'sartika']",Neutral
"['martabak', 'premium', 'disamakan', 'murah']",Positive
"['kuliner', 'daerah', 'lembangnyaman', 'murah']",Positive
"['soes', 'legenda']",Positive
"['makan', 'suasana', 'berbeda', 'indoor', 'outdoor', 'lokasi', 'luas', 'banget', 'acara', 'nikahan', 'reunian', 'arisan', 'keluarga']",Positive
"['pa', 'kalo', 'bingung', 'kemana', 'laper', 'malem', 'jam', 'lumayan', 'ramai', 'makanannya', 'enak']",Positive
"['lumayan', 'pricey']",Negative
"['makanannya', 'enaktempatnya', 'cozy']",Positive
"['enaknasinya', 'merahnya', 'mantapnggak', 'rugi']",Positive
['tempatnya'],Positive
"['baunya', 'menggoda', 'tampilannya', 'menarik']",Positive
"['recommended', 'pesen', 'sate', 'lemak', 'daging', 'empuk']",Positive
"['malam', 'malam', 'makan', 'disinilebih', 'cocok', 'nongkrong']",Positive
"['resto', 'nyaman', 'pusat', 'perbelanjaan']",Positive
"['iganya', 'kenyal', 'sulit', 'ditelan']",Negative
"['makanan', 'lengkap', 'kotor']",Negative
"['hitungan', 'ngacauu']",Negative
"['kali', 'kualitas', 'spt', 'turun', 'penampilan', 'berbeda', 'gambarnya', 'standar', 'spt', 'awal', 'ngopdoel']",Negative
"['parkiran', 'sempit']",Negative
"['daging', 'baksonya', 'menariknya', 'bakso', 'bervariasi', 'parkiran', 'susah']",Negative
"['pelayanan', 'buruk', 'masak', 'jam', 'pesan', 'jam', 'setengan', 'dianter']",Negative
"['lambat', 'pelayanan']",Negative
"['lumayan', 'mahal']",Negative
"['duuuh', 'payah', 'pelayanan', 'lellleeeet', 'nunggu', 'mie', 'yamin', 'laaaamaaa', 'bangedpdahal', 'baso', 'mozarella', 'dah', 'd', 'belijadi', 'pa', 'mie', 'tu', 'mozarella', 'dah', 'bekuaada', 'kali', 'nunghu', 'mie', 'ampe']",Negative
"['harga', 'mahal', 'porsi', 'makanannya', 'dimakan', 'orang']",Negative
"['parkir', 'luasharga', 'menu', 'lumayan', 'terjangkau', 'sayang', 'tisu', 'kalo', 'sediakan', 'order']",Negative
"['gak', 'istimewanya', 'pelayanan', 'kerjasama', 'online', 'merugikan', 'drivernya']",Negative
"['kerupuk', 'lamabasi']",Negative
"['menunggu', 'enak', 'karna', 'padat', 'isinya', 'meja', 'gak', 'ok']",Negative
"['menu', 'makanan', 'dampak', 'pandemi']",Positive
"['berkesempatan', 'berkunjung', 'harganya', 'mengejutkan', 'ekspektasi', 'harganya', 'harga', 'mahasiswa', 'konsep', 'standarnya']",Positive
"['ga', 'makan', 'ditempat']",Positive
"['menu', 'lumayan']",Positive
"['taste', 'cocok', 'secukup']",Neutral
"['warkop', 'legendaris', 'bandung', 'udah', 'an', 'mayan', 'rame', 'weekend', 'sempet', 'antre', 'cuman', 'ga', 'menitan', 'masuk']",Neutral
"['kunjungin', 'kediri', 'duduknya', 'tu', 'banget', 'literally', 'banget', 'meja', 'kursi', 'lesehan']",Neutral
"['salah', 'nongkrong', 'bandung', 'buka', 'jam', 'live', 'music']",Neutral
"['rest', 'area', 'dikala', 'macetan', 'bandunglembang']",Neutral
"['kane', 'nongkrong', 'temen', 'temen', 'menu', 'dipesen', 'ya', 'porsinya', 'banyakan', 'alias', 'rempukan', 'lupa', 'nama', 'menunya', 'hehe']",Neutral
['menu'],Neutral
"['bandung', 'warung', 'purnama', 'on', 'the', 'list', 'telur', 'sarapan', 'bikin']",Neutral
"['parkir', 'luas', 'meja', 'lesehannya', 'staff', 'mematuhi', 'spk', 'covid']",Neutral
"['makan', 'gaess']",Neutral
['mantab'],Positive
"['lumayan', 'pilihan']",Neutral
"['menu', 'mie', 'titti', 'mie', 'kering', 'pa', 'suasana', 'okay']",Neutral
"['martabak', 'sip', 'jaman', 'skr']",Neutral
"['jakarta', 'cabangnya', 'rumah', 'aja', 'afdol', 'makan', 'bakso', 'boedjangan', 'bandung']",Neutral
"['makan', 'saungternyata', 'deket', 'rumah', 'suasana', 'iringi', 'musik', 'sunda', 'cocok', 'banget', 'dehdisambut', 'sm', 'karywannya', 'ramahtop', 'marotop']",Neutral
"['bakso', 'lejen', 'bener', 'udah', 'langganan', 'jaman', 'sma', 'th', 'an']",Positive
"['nasi', 'merahnya', 'lembut', 'gak', 'kasar', 'makanannya', 'sesuai', 'sm', 'lidah', 'sunda']",Positive
"['luasmenu', 'sediakan', 'beragamkemarin', 'pesan', 'nasi', 'daun', 'jeruk', 'lidah', 'sapi', 'sambal', 'matahklo', 'taste', 'sambal', 'matah', 'autentik']",Neutral
"['omah', 'pincuk', 'kerja']",Neutral
"['makanan', 'euro', 'indonesia', 'asia', 'cofe']",Neutral
"['menu', 'siih', 'standar', 'warung', 'makan', 'biasatumis', 'buncis']",Neutral
"['bermain', 'anak', 'keluarga', 'mainan', 'spot', 'photo', 'cocok', 'acara', 'keluarga']",Positive
"['kecewa', 'berubah', 'enak', 'harga', 'konsisten']",Neutral
"['pokoknya', 'madeppdengan', 'brownie', 'lekat', 'coklat', 'lumerpokoknya', 'jep', 'ajep', 'ajep']",Positive
"['makanannya', 'mahal', 'enak', 'alias', 'aja', 'sendoknya', 'murahan', 'reyot', 'gw', 'makan', 'nasgor', 'aja', 'takut', 'bengkok']",Negative
"['harga', 'bersih', 'pelayanan', 'oke', 'soto', 'pindang', 'nasi', 'dicampur', 'rb', 'soto', 'pindang', 'dipisah', 'rb', 'olorotak', 'rb']",Positive
"['bakso', 'gorengny', 'enak', 'e', 'duriannyanikmat']",Positive
"['strategis', 'persimpangan', 'kota', 'soe']",Positive
"['makan', 'strategis', 'pinggir', 'jalan', 'bakso', 'unik', 'isian', 'cabe', 'bakso', 'pedas', 'bakso', 'mozzarela']",Positive
"['ramai', 'antri', 'harga', 'makanan', 'tergolong', 'mahal']",Negative
"['nyobain', 'rainbow', 'slide', 'market', 'floatingnya', 'sistem', 'coin', 'ditukarin', 'uang', 'harga', 'k', 'org', 'masuk']",Neutral
"['nasi', 'campur', 'taste']",Neutral
"['coba', 'kali', 'idul', 'adha', 'juli', 'kemarin', 'bareng', 'keluarga', 'pa', 'jam', 'cenderung', 'kosong', 'setelahnya', 'pengunjung', 'mengalir']",Neutral
"['makan', 'iga', 'penyetnya', 'enak', 'nyoba', 'sup', 'ikan', 'nilanya', 'yahud', 'cocok', 'makan', 'keluarga', 'budget']",Positive
"['pagi', 'jam', 'an', 'istri', 'janjian', 'partner', 'kerja', 'ngopdoel', 'samapi', 'kesana', 'jam', 'mnitan', 'jarak', 'rumah', 'tmpt', 'pintu', 'gerbangnya', 'buka']",Neutral
"['makanan', 'ok', 'atmosfir', 'perokok']",Neutral
"['toko', 'jaman', 'soes', 'ragout', 'konsisten']",Neutral
"['sistemnya', 'prasmanan', 'makan', 'pembayaran', 'tunai', 'debit', 'ovo']",Neutral
"['makan', 'sate', 'kambing', 'ayam', 'bumbunya', 'dikasih', 'macem', 'kacang', 'ama', 'kecap', 'bisaa', 'requeat', 'nambah', 'cabe', 'bawang']",Neutral
"['kue', 'soes', 'tua', 'terletak', 'jalan', 'merdeka', 'jalan', 'ramai', 'tersibuk', 'bandung']",Neutral
"['makananya', 'relatif', 'enakenak', 'khas', 'susu', 'susu', 'kedele', 'tempe', 'kejunya']",Positive
"['aneka', 'maknan', 'banyumas', 'nyata', 'ngga', 'jauh', 'banyumas', 'merasakan', 'soto', 'sokaraja', 'mendoan', 'nyummy']",Neutral
"['sabtu', 'pagi', 'jam', 'antre', 'menit', 'ramai', 'pengunjung', 'signaturenya', 'roti', 'kaya', 'k', 'ditambah', 'menu', 'sarapan', 'telur', 'rebus', 'porsi', 'isi', 'butir', 'k', 'minumnya', 'teh', 'susu', 'panas', 'k']",Neutral
['asyik'],Neutral
"['tempatnya', 'sempit', 'banding', 'baso', 'boedjangan', 'harga', 'ngerasa', 'mahal', 'sbnrnya', 'ukuran', 'sebiji', 'baso', 'harga', 'belasan', 'ribu']",Negative
"['haduh', 'petanya', 'menyesatkan', 'bener', 'jalan', 'kebon', 'jati', 'terminal', 'stasiun', 'hall']",Negative
"['lesehan', 'bersih', 'mejanya']",Negative
"['suasana', 'enak', 'makanan', 'enak', 'gak', 'spesial']",Negative
"['niat', 'dateng', 'kesini', 'chill', 'denger', 'live', 'music', 'ambyar', 'gegara', 'pesen', 'makan', 'ngga', 'meet', 'my', 'expectation', 'pesen', 'sapo', 'tahunya', 'sutra', 'kali', 'dateng', 'ngga', 'diperbaiki']",Negative
"['food', 'price', 'are', 'ok', 'pelayan', 'ramah', 'disayangkan', 'tukang', 'parkir', 'kasar', 'ajar', 'kembalian', 'kasi', 'uang', 'rb', 'rata', 'parkir', 'rb', 'dibalas', 'nada', 'enak', 'parkir', 'yo', 'ewu', 'nyelonong', 'pergi', 'bawa', 'uang', 'memarkir', 'sm']",Negative
"['harganya', 'mahal', 'gak', 'nasi', 'goreng']",Negative
"['salah', 'bakso', 'enak', 'bandung', 'sistem', 'pembeliannya', 'mengambil', 'memilih', 'menu', 'baksonya', 'sesuai', 'antri', 'wajib', 'coba', 'bakso', 'gorengnya']",Positive
"['masuk', 'excited', 'karna', 'interior', 'kekinia', 'ditambah', 'stand', 'up', 'comedy', 'sayang', 'u', 'pemesanan', 'makanan', 'aga', 'bikin', 'bad', 'mood', 'stand', 'up', 'comedy', 'karna', 'larut', 'malam', 'but', 'overall', 'ok', 'lahh']",Negative
"['porsi', 'variasi', 'lauk', 'berbeda', 'rumah', 'makan', 'harga', 'dikenakan', 'mahal', 'berlipat']",Negative
"['bakso', 'titoti', 'sop', 'daging', 'lohhmmmm']",Neutral
"['nasi', 'gorengnya', 'lengket', 'lembek', 'nasi', 'layak', 'masak']",Negative
"['salah', 'rumah', 'makan', 'sate', 'dibandung', 'wajib', 'dicoba']",Neutral
"['luas', 'foto', 'makanan', 'bervariasi', 'dr', 'nusantara', 'panas', 'berangin', 'outdoor', 'jd', 'bikin', 'gerah', 'siang']",Neutral
"['it', 'in', 'the', 'lonely', 'planet', 'guide', 'but', 'really', 'it', 'doesnt', 'deserve', 'it', 'good', 'is', 'mediocre', 'service', 'is', 'unusually', 'cold', 'uninterested']",Negative
"['yuk', 'mampir', 'makan']",Negative
"['topping', 'ayamnyaati', 'ampela', 'bakso', 'potongannya', 'kekecilan']",Negative
"['hr', 'mesen', 'enak', 'mantap', 'oesanan', 'asin']",Negative
"['mampir', 't']",Negative
"['ngopi', 'doeloe', 'with', 'drumer', 'setia', 'band', 'kang', 'pepen']",Neutral
"['makan', 'belanja', 'byk', 'explore']",Neutral
"['aja', 'harga', 'makanan', 'rada', 'mahal', 'efek', 'sentra', 'oleh', 'mahal', 'hehe']",Neutral
"['tmpt', 'parkirnya', 'lumayan', 'luas']",Neutral
"['porsinya', 'lumayan', 'sayang', 'mohon', 'tingkatkan', 'kualitas', 'ya']",Negative
"['nyamanbersihcozyyy', 'cocok', 'keluarga']",Neutral
"['bangunan', 'kunonyo', 'dipercantik']",Neutral
"['b', 'aja', 'cobain', 'gurami', 'tim', 'bebek', 'sapo', 'cakue', 'jam']",Neutral
"['jajan', 'olehtapi', 'tahunya', 'mahal']",Neutral
"['nasi', 'kalong', 'salah', 'kuliner', 'malam', 'bandung', 'varian', 'menu', 'makananya']",Neutral
"['suka', 'antrian', 'sdh', 'lamapun', 'blum', 'nyampek', 'nyampekpun', 'dingin', 'makananterkadang', 'org', 'dpt', 'duluan']",Negative
"['langganan', 'makan', 'martabak', 'wedang', 'ronde', 'kembang']",Neutral
"['wahana', 'lembang', 'wonderland']",Neutral
"['jaman', 'baheula', 'pisandan', 'bertahan', 'buka', 'jam']",Positive
"['pusat', 'oleholeh', 'susu', 'lembang', 'harga', 'terjangkau', 'rumah', 'makannya', 'sarapan', 'makan', 'siang']",Positive
"['penjualan', 'oleholeh', 'parkir', 'luas']",Positive
"['pagi', 'ga', 'kena', 'macet', 'makan', 'ga', 'padat', 'banget', 'ramai']",Positive
"['recomend', 'sekedar', 'makan', 'nongkrong']",Positive
"['lumayan']",Neutral
"['tempatnya', 'luas', 'banget', 'parkiran', 'gede']",Positive
"['varian', 'bakso', 'pagi', 'penggemar', 'bakso', 'menyukai', 'jenisjenis', 'baksonya', 'penggenar', 'bakso', 'bakso']",Positive
"['sop', 'buah', 'duriannya', 'sesuai', 'foto', 'sop', 'buah', 'kuah', 'durian', 'duriannya', 'ganti', 'aja', 'fotonya']",Positive
"['bagus', 'brownie', 'amanda', 'amanda', 'eksposurnya']",Positive
"['martabak', 'legendaris', 'bandung', 'asin', 'manis']",Positive
"['maafmakanan', 'enakpesan', 'nasgor', 'soto', 'betawi', 'penyajian', 'salah', 'menu', 'nasi', 'goreng', 'kambing', 'nasi', 'goreng', 'sosis', 'bakso']",Neutral
"['maybe', 'it', 'not', 'my', 'cup', 'of', 'tea', 'cant', 'find', 'the', 'enjoyment', 'of', 'eating', 'this']",Negative
"['kipas', 'angin', 'ya', 'makan', 'gerah']",Neutral
"['buka', 'jam', 'cocok', 'ngobrol', 'harga', 'mahal']",Neutral
"['dapur', 'dipisah', 'muslim', 'preventif', 'aja', 'menjual', 'pork']",Neutral
"['bakery', 'ga', 'matinya', 'jl', 'merdeka', 'berubah', 'derajat', 'zaman']",Negative
"['salah', 'alternatif', 'oleholeh', 'lembang', 'produknya', 'susu', 'murni', 'yoghurt', 'batagor', 'aneka', 'cemilan', 'brownie', 'susu']",Neutral
"['martabak', 'telurnya', 'ga', 'enak', 'omelet', 'telur', 'dadar']",Negative
"['poor', 'place']",Negative
['dingin'],Negative
"['juni', 'jam', 'siang', 'jl', 'p', 'minggu', 'raya', 'hujanpas', 'rm', 'bakso', 'titoti', 'langsung', 'parkirlangsung', 'order', 'mie', 'bakso', 'mie', 'ayam', 'somaywiiihhhmantuuulll']",Neutral
"['hidangan', 'seafood', 'ala', 'sulawesi']",Neutral
"['pusat', 'kuliner', 'khas', 'bandung', 'terbesar', 'lembang', 'wajib', 'dikunjungi', 'bandung', 'kuliner', 'khas', 'bandung', 'harga', 'terjangkau']",Neutral
"['restoran', 'mengangkat', 'citra', 'bakso', 'modern', 'bakso', 'berisi', 'mozarella', 'pribadi', 'menyukai', 'menu', 'pasangan', 'lezat', 'menu', 'terserbut', 'bakso', 'gorengnya', 'enak', 'makannya', 'nyaman']",Negative
"['susnya', 'bikin', 'kangen']",Negative
"['pilihan', 'oke', 'oleh', 'bandung', 'sayangnya', 'lokasinya', 'tersembunyi', 'segi', 'harga', 'dibanding', 'oleh', 'kuliner']",Negative
"['martabak', 'legend', 'kota', 'bandung', 'legitnya', 'jujur', 'jaman', 'pajun', 'pilihan']",Negative
"['service', 'oke', 'makanan', 'pesan', 'overall', 'good']",Neutral
"['pelayanan', 'bagus', 'ngantre', 'kayak', 'beli', 'tiket', 'bioskop']",Negative
"['non', 'halal']",Negative
"['tempatnya', 'warteg', 'harganya', 'mahal', 'anjir']",Negative
"['bakso', 'mie', 'ayamnya', 'cocok', 'gak', 'pakai', 'lamahehe']",Neutral
"['pa', 'tempaynya', 'parkir', 'lmyannyaman']",Positive
"['nyamanpas', 'istirahat', 'habis', 'kerja']",Positive
"['gym', 'pribadi', 'teman', 'kali', 'fasilitas', 'tsb', 'gak', 'ya', 'p']",Positive
"['tempatnya', 'penuh', 'kesini', 'waiting', 'list', 'overall', 'masakan', 'harga', 'sesuai']",Positive
"['warung', 'kopi', 'didirikan', 'generasi', 'ke', 'bp', 'alm', 'jong', 'a', 'tong', 'jl', 'alketeri', 'bernama', 'qîng', 'cháng', 'shì', 'chá', 'shí', 'artikan', 'silakan', 'mencicipi', 'kedai', 'teh', 'kopi', 'potongan', 'papan', 'nama', 'tsb', 'dipajang', 'area']",Positive
['mewah'],Positive
"['warung', 'kopi', 'jadoel', 'patut', 'dicoba', 'menu', 'rotian', 'telor', 'mateng', 'sampe', 'lontong', 'mie', 'bihun', 'tek', 'ato', 'nasi', 'goreng', 'diadupenyajian', 'roti', 'dadar', 'smoke', 'beef', 'unik', 'enak', 'bihun', 'kuah', 'tek']",Positive
"['rekomendasi', 'makanan', 'sehat', 'bandung']",Positive
"['lahan', 'parkir', 'mobil', 'leluasa']",Positive
"['dng', 'price', 'segitu', 'mantabbuat', 'orang']",Positive
"['ulasan', 'sate', 'hadori', 'stasiun', 'bandung', 'kebersihan', 'ruangan']",Positive
"['menu', 'warteg', 'harga', 'restoran', 'expensive', 'porsi', 'dikit', 'enak', 'kayaknya', 'dah', 'gak', 'kesini', 'ya', 'makan', 'nasi', 'ayam', 'buncis', 'k', 'nasi', 'ayam', 'suwir', 'pes', 'buncis', 'kentang', 'goreng', 'lidi', 'sisanya', 'minuman', 'teh', 'botol', 'teh', 'tawar', 'anget', 'total', 'kduh']",Positive
['mantaap'],Positive
"['pesen', 'nasi', 'goreng', 'pisang', 'keju', 'jam', 'ga', 'minuman', 'udah', 'dtg', 'duluan', 'minuman', 'abis', 'sampe', 'esnya', 'udah', 'leleh', 'dtg', 'tegur', 'x', 'tunggu', 'mohon', 'tunggu', 'kitchennya', 'org', 'kl', 'sejam', 'masig', 'oklah']",Positive
"['pa', 'sore', 'emang', 'gak', 'recommended', 'dah', 'dingin', 'harga', 'isi', 'lauh', 'enak', 'goreng', 'pinggir', 'jalan']",Positive
"['cocok', 'merokok', 'tea', 'pot', 'full', 'pakai', 'gula', 'batu', 'toiletnya', 'mewah', 'parkirnya', 'jemputan', 'taksi', 'online', 'gampang']",Positive
"['tahunya', 'enak', 'kerasa', 'banget', 'kedelainya', 'lupa', 'liat', 'prose', 'pembuatan', 'tahunya', 'pabrik', 'gitu', 'deket', 'kasir', 'ga', 'salah', 'jajanancemilan', 'contohnya', 'sosis', 'bakar', 'susu']",Positive
"['martabak', 'asinnya', 'enak', 'pesan', 'martabak', 'manis', 'pisang', 'keju', 'pisangnya', 'sepet', 'banget', 'udah', 'mahal', 'eh', 'sepet', 'gak', 'cocok', 'harganya', 'mahal']",Positive
"['tempatnya', 'duduknya', 'dibilang', 'enak', 'dibanding', 'cafe', 'byk', 'sofa', 'lingkungan', 'luas', 'hijau', 'pelayanan', 'lmayan', 'baik', 'waiternya', 'menu', 'kadang', 'mengecewakan', 'alias', 'ga', 'konsisten', 'jelek', 'org', 'tau']",Positive
"['martabak', 'legendaris', 'kota', 'bandung', 'salahnya', 'mencobanya', 'kecewa']",Positive
"['yeay', 'makan', 'bakso', 'boedjangan', 'dipati', 'ukur', 'prasmanan', 'ga', 'pesen', 'menu', 'bebas', 'pilih', 'bakso', 'aja', 'mangkok', 'mix', 'and', 'match', 'sesuka', 'hati', 'kuah', 'aja', 'milih', 'lho', 'minuman', 'ambil', 'tinggal', 'antre']",Positive
"['bakso', 'mesti', 'coba', 'nih', 'recomended', 'penikmat', 'pedas', 'patut', 'dicoba', 'bakso', 'isinya', 'ranjau', 'cabe', 'rawitnya', 'jamin', 'ketagihan']",Positive
"['not', 'recommendedso', 'bad', 'pelayanan', 'nyalama', 'nnggu', 'makanan', 'lamamnuman', 'mpe', 'beres', 'mkan', 'mnumannya', 'ga', 'd', 'anter']",Positive
"['nih', 'udah', 'pesen', 'ambil', 'sabtu', 'selasa', 'dibilang', 'gak', 'kami', 'udah', 'pesen', 'kami', 'eh', 'barusan', 'ambil', 'nunggu', 'eh', 'giliran', 'mbak', 'muda', 'belia', 'dateng', 'gak', 'po', 'dikasih', 'waw']",Positive
"['tempatnya', 'enak', 'santai', 'n', 'ngobrol', 'ga', 'pemisahan', 'smoking', 'n', 'non', 'smoking', 'ga', 'tau', 'org', 'tetep', 'aja', 'duduk', 'ya', 'parkirnya', 'sempit', 'sii']",Positive
"['pelayanan', 'bukber', 'super', 'mengecewakan', 'pesend', 'ri', 'pesanan', 'dtg', 'jam', 'pesanan', 'berubah', 'konfirmasi']",Positive
"['cafe', 'pesen', 'milk', 'shake', 'stoberi', 'gelas', 'cup', 'plastik', 'kaya', 'pinggir', 'jln', 'harga', 'cafe', 'hidangan', 'kaya', 'pinggir', 'jalan', 'ya', 'ampun']",Positive
"['hidangannya', 'mantab', 'cmn', 'sayang', 'pa', 'menu', 'sdh', 'habis']",Positive
"['istimewa', 'suasananya', 'vibe', 'tempoe', 'doeloe', 'berasa', 'banget', 'jarang', 'makan', 'bertahan', 'generasi', 'tau', 'nilai', 'sejarahnya', 'langsung', 'berkunjung', 'kesini', 'baca', 'menunya']",Positive
"['salah', 'warung', 'kopi', 'tertua', 'bandung', 'mampir', 'kesini']",Positive
"['best', 'satay', 'place', 'in', 'bandung', 'ever', 'sate', 'kambingnya', 'ga', 'gagal', 'gule', 'sumsum', 'kambingnya', 'beughhh', 'bikin', 'nagih', 'jeruk', 'angetnya', 'bikin', 'sempurna']",Positive
"['antri', 'puas', 'ga', 'sia']",Positive
"['buka', 'jam', 'set', 'pagi', 'sampe', 'jam', 'udah', 'rame', 'antri', 'weekend', 'kalo', 'makanan', 'minumannya', 'hmm', 'standar', 'kaya', 'warkop', 'disana']",Positive
"['ribet', 'pesennya', 'kaya', 'marugame', 'udon', 'gitu', 'ngambil', 'bedanya', 'mah', 'sempit', 'enakan', 'pesen', 'nunggu', 'dimeja', 'gitu', 'menunya', 'dah', 'asa', 'jd', 'ribet', 'mending', 'beli', 'baso', 'solo', 'gitu', 'gak', 'ribet', 'enak', 'murce', 'hehehehehe', 'boedjangan', 'oke', 'basonya', 'mah', 'jd', 'ribet', 'gini']",Positive
"['sepi', 'kue', 'lengkap', 'segar', 'pabrik']",Positive
"['harga', 'tiket', 'masuk', 'perorang', 'rbmobil', 'rb', 'blm', 'biaya', 'parkir', 'worthy', 'krn', 'keren', 'foto', 'fotocuman', 'sayang', 'kursi', 'meja', 'makan', 'jd', 'org', 'dewasa', 'susah', 'duduk']",Positive
"['menu', 'makanan', 'tersedia', 'maknyuss', 'nasi', 'tersedia', 'nasi', 'putih', 'nasi', 'merah']",Positive
"['kaki', 'harga', 'bintang', 'gw', 'bilang', 'kaget', 'kalo', 'harga', 'selangit', 'tempatnya', 'kaya', 'emperan']",Positive
"['warung', 'kopi', 'purnama', 'unik', 'salah', 'satunya', 'keberadaanya', 'jaman', 'tempo', 'doeloe', 'dikelola', 'turun', 'temurun', 'mengurangi', 'ciri', 'khas', 'bertambah', 'menu', 'sesuaikan', 'jaman', 'now']",Positive
['pemenang'],Positive
"['sistem', 'makan', 'perasmanan', 'ala', 'boedjangan', 'skrg', 'lbh', 'sistem', 'krn', 'bikin', 'meja', 'lbh', 'rapi', 'saos', 'kecap', 'dsb', 'diatas', 'meja', 'konsumen', 'belajar', 'merapikan', 'item', 'tsb', 'ketempatnya', 'konsumen', 'belajar', 'antri', 'tapiiii', 'si', 'menunya', 'berubah', 'aja']",Positive
"['kalo', 'harga', 'gak', 'bohong']",Positive
"['iseng', 'kesini', 'pagi', 'biar', 'ga', 'kena', 'macet', 'biar', 'pagi', 'ramai', 'one', 'stop', 'shopping', 'kuliner', 'khas', 'bandung', 'sistem', 'pesan', 'bayar', 'kasir', 'menyebar', 'trus', 'terima', 'orderan']",Positive
