summary,text
Makan pedas super enak,"Makan kalap siang menjelang sore.Di mjs ini cara pesan nya kalian pilih sendiri menunya mau apa aja, terus nanti dianter di meja. Porsi dia 1 piring kecil gitu untuk per menunya. Jd pesen banyak makan rame rame jadi seru.Penggemar makanan pedas kudu melipir kesiniGue and teman pesen :• sambal demit 12k• bakwan jagung 9k• oseng mercon 21k• rawon 31k• asem asem daging 32.9k• tempe mendoan 9k• ayam setan 26k• telur balado 10k• botox telur asin 25k• tempe lombok ijo 15k• oseng jamur 15k• oseng teri genderuwo 22.5k• oseng kembang kol 18.2k• oseng buncis 15k• tahu bakso 36.4k• daging cakil 28.2k• nasi uduk 9k• es teh tawar 6.6k• nasi putih 7.7k• es air mata buaya 19.3k• es lubang buaya 21.8k• es cincau 16.5kHarga belum termasuk tax and service.Rasa masakannya semua gue puas banget.Sambalnya super pedasDia masak kikil / daging / ayamnya semuanya empuk. Enak makannya ga susah. Gue ga tulis satu2 rasanya gmn soalnya buanyak pesennya wkwkPenggemar makanan pedas kudu harus cobain makan disini 👍🏻👍🏻👍🏻 recomended bangetAda smoking and non smoking area, meja dia juga lucu ada yang pake ayunan, terus ada yang d atas kolam gitu. So cute..📍Warung MJS(mbah Jingkrak)Jl.setiabudi tengah no.11Setiabudi, jakarta"
Kalap,"Siapa sih yang ga tahu si Warung MJS ini. Apalagi si ayam setannya itu. Di sini kita bisa pilih dari makanan yang tersedia. Ada banyak macam.Aku sama teman pesan ayam setan, krecek, tempe, bakwan jagung, sambal, dan es kopi susu bu lurah. Untuk nasi aku pilih nasi merah, teman aku pesan nasi putih. Terus dapat kacang atom juga kalau pesan es kopi susu di sini.Makanan di sini rata-rata enak. Paling suka sih krecek. Ayam setannya pedas pas di awal tapi lama-lama hilang kok. Kalau aku kayak gitu.Es kopi susu bu lurah enak seperti biasa."
Menu Komplit~,"Nasi box MJS isinya :- nasi anget- telor ceplok bumbu merah- ayam kecap- tumis daun pepaya- tempe orek- sambel tempesambel tempenya pedesnya ga nahan bisa bikin nangis kalo yang ga doyan pedes, tempe oreknya renyah, tumis daun pepayanya pahit sedap gurih enak sih gak cuma pahit doang, ayam kecapnya suka deh lembut walaupun dagingnya tebel dan kecapnya meresap sampe dalem, telor ceploknya juga kusukaaaa digoreng mateng dan pedes dari bumbu merah. Masakan rumah dalam kemasan."
Manteppp daahh,"Gilaaak setelah sekian lama gak kesini, akhirnya kesini lagi! Dan rasa nya gak berubaahh. Bahagia sekalii! Ini kita pas masuk pilih dlu makanannya mau ap, baru milih tempat duduk dan pesen minuman.Tempatnya super lucu dan adem, gak berasa di jakarta deh kalo kesini. Terbuka dan ada kolamnya gitu, trs musiknya suara2 burung gt jd makin adeemm 😍Nah ini karena kita super laper, jadi kalap dan pengen pesen semuanya hahahaPertama ada ayam gondol wewe, ini ayam rebus gitu dipakein cabe ijo, mantep dah, cabe nya berasa, ayamny lumayan gede dan empuk, mateng sampe dalem juga.Cumi hulk, ini fav kita dari dulu, cumi nya lumayan gede, empuk juga, gak susah di gigit, gurih, cabe ijo nya juga berasa.Mendoan ini juga enak, garing dan masih panas pas kita pesen, tp ini tipe2 mendoan yang tempe nya tebel yaaa. Sate usus ayam, ini ususnya yg empuk gitu, dan karena jawa2 gt jadi usus nya manis. Isinya cukup banyak karena panjang gitu, puas deh makannya.Gimbal udang, ini gede banget dong, garing, udang nya banyak dan berasa bgt. Enak bgt buat dijadiin kerupukTelur dadar, GILA INI TELOR DADAR BIKIN NAGIIHH! walaupun agak banyak berminyak, tp garing dan bumbu2 nya pas banget dah, terus tebel dan berlapis2 gt dimakannya bertekstur.Oseng sayur krecek, ini jga sambelnya berasa, kerupuknya ud jd empuk dan kenyel.Sambel demit, ini pedes bgt, walaupun pedes bgt tp ini nagih bgt loh, makan smpe kerinegtan pasti ini hehehe Untuk nasi nya kita pesen nasi bakar, bedeh ini jga enak, ikan asinya berasa, kecap nya berasa, nasi nya juga pulen. Nah setelah makan semua yang pedes2 dan gurih, kita pesen dessertnya kue cubit setengah mateng, ini kue cubit nya gede, setengah mateng nya juga pas, empuk dan wangi.Biar makin mantep kita pesen kopi susu bu lurah juga. Ini perpaduan kopi dan gulanya susu nya pas banget, enak bgt sampe nambah kitaaa hehehe.#hungrycouplee"
Nyah kunyah by warung mjs,"Kmaren2 liat koko @eatandtreats posting @nyah.kunyah jadi kepengen. Eh baru kesampean nyobain nya,gegara @eatandtreats effect, jd gofood nya ngantri.as always, recomen dari ko hans emang paling manteb. Gw cobain daging sapi sambal setan nya @nyah.kunyah. Racikan bumbu pedas nya meresap bgt, asli gw suka bgt. Pedesnya juga nampol. Untuk dagingnya juga juicy loh."
Indonesia Soul Food,"Ini konsepnya jawa banget gilssss, sayangnya klo kesini mesti valet parking dn waiting list karena selalu rameeeee suka banget sama ayam setan dan cumi cabe ijonya, pedesssnya mantap dan masih ada cabe utuhnya gitu. Ayam bakarnya juga enak tapi kering banget ngga juicy. Tumis jamurnya favorittt sama sate puyuhnya juga Pelayanannya cepet tapi disana gabisa berlama-lama karena kurang cozy buat duduk lama"
Berasa di teleport ke Jogja,"Sering banget lewatin tempat makan ini karena deket kantor. Dari depan keliatannya kaya warung makan biasa, tapi dalemnya waw, berasa lagi ngga di Jakarta. Rasanya kaya di teleport ke Jogja. Sistemnya di sini kita masuk, lihat-lihat menu yang di pajang, trus pesen deh sama mas-masnya mau apa aja, di catet, baru kita duduk.Cumi HitamCuminya kecil-kecil, empuk, rasanya lebih ke hm gurih. Oiya di sini porsinya kaya untuk 1 orang. Jadi klo ke sini ber4, pesen aja lauknya 4 biar semua bahagia.Kikil PedesDisini ada 2 pilihan kikil, kikil pedes dan kikil manis. Of course gue pesennya yang pedes dan pedesnya ngga becanda sumpah nampol buangettt. Kikilnya empuk, ngga bau, dan enak cabenya.Ayam Garang AsamNah ini cukup unik ya karena biasa makan garang asem tuh ikan. Ini ayam, dimasak dalem daun dengan bumbu-bumbu garang asem. Walaupun warna kuahnya kaya gurih santen gitu, tapi rasanya asem seger. Enak buat jadi selingan di antara makanan asin lainnya.Terong BaladoTerongnya enak karena ngga kaya kebanyakan di restoran tuh bikinnya terongnya udah terlalu benyek. Di sini terongnya masih firm gitu. Dan ini sambelnya ngga sepedes yang kikil ya.Sop BeningNah ini super rumahan sih. Rasanya pun kaya yang biasa di masak di rumah. Isinya ada sosis, sayur, dan wortel. Tempe MendoanDi hidangin dengan saos kecap beserta cabe rawit ijonya. Yang bikin enak emang saos kecapnya itu sih. Tempenya sih standart mendoan ya.Overall sih makanannya enak-enak, puas banget makannya. Totalan makan ber4, dengan menu sebanyak ini kita abis 130rb"
Konsep Taman Outdoor (ga ada AC),"Bermalam minggu di Warung MJS, letak nya di Setiabudi. kalau malam lebih ramai, banyak lampu dan hiasan tanaman hijau, konsep nya outdoor, mirip taman, ada kolam dan open space jadi gak ada ac, lumayan pengep sih, dan banyak yang merokok. Ada satu spot, mirip taman, kursi nya warna putih, tapi sayang lagi under maintenance jadi gak bisa dipake. Karena sudah dinner kesini, jadi kita ngopi aja sama pesen dessert yang nama nya Gedang Kadhermen, jadi ini tuh lumpia yang digoreng, dalam nya ada pisang dengan saus coklat, dan atas nya dikasih es krim rasa vanilla. Rasa nya cukup enak, manis dan lumpia nya garing, karena fresh baru di goreng.Pelayanan nya cukup baik dan ramah, tutup nya sampai malam jam 11, dan masih ramai waktu jam 10 malam, masih banyak orang yang bersantai bersama teman atau keluarga.Di bagian depan dikasih minuman jamu seperti kunyit asam, kencur, dll, rasa nya enak, asli dan segar.Cuss kepoin instagram @Mich.Love.Eat"
Traditional Javanese Restaurant in the Heart of Jakarta.,"The foods are displayed in ""Warung"" style and we get to pick the food that we want. Then, the food is given to the restaurant to be re-cooked before it is served. The menu has many variants that surely triggered you try them all. We decided to order:1. Ayam Kawul: 22.000 IDR 2. Cumi Hulk (Cabe Ijo): 24.000 IDR 3. Oseng Jamur Tiram: 15.000 IDR 4. Opor Daun Singkong: 15.000 IDR *Not included tax and service We love all the food!! Everything is great! There is no bad comment about their food. One plate serving is enough for 2 people. Btw, this restaurant is not spicy-friendly since almost all the food available are spicy and only a few are not spicy. We got impressed by their unique concept with traditional Javanese design. Not forget to mention the live Javanese performance. A super recommended place to hang out and release stress. Bravoo Warung MJS!"
Mie Godhok,"Disini mesen Mie Godhok Jawa nya, baru pertama kali juga mesen ini. Gue request pedes dan ternyata pedesnya sesuai dengan yg gue mau (which biasanya orang bakal kepedesan 😂) mie nya enak sih menurut gue, sayurnya banyak jadi ga cuma isi mie doang. Enaknya juga lo bisa request tingkat kepedasan lo"
Spicy yummy 🌶🌶,"Gue kesini janjian sama temennya suami, nyampe disana sekitar jam 10 kurang. Agak worry juga sebenernya kalo diliat tutupnya jam 11, tapi ternyata masih dilayanin dan blm closed order juga. Jadilah gue disini pesen: Nasi putih setengah porsi, Ayam Setan, Sayur Daun Pepay dan Telur Puyuh Sambel Ijo.Gue selalu suka banget sama MJS darilu, lauknya yg pedes2 cocok banget buat gue walaupun buat sebagian besar orang sih emang kepedesar but i still love this place!"
Ngerayain Ultah Temen,"Tempat asyik buat kumpul rame2, walaupun siang hari tp ttp sejuk di dalam krn ruangan semi outdoor..Menu masakan jawa khas rumahan yg enaakk dan cocok di lidahku selama ini.Ragamnya juga buanyakk, tp stocknya dikit sih.. kadang klo rame biasa menu favorit udh keabisan..Paling terenak dsini adalah mendoannya.. bumbunya kerasa, sambal kecapnya enak pulak cocok buat cocolan mendoan yg anget2..Es dawetnya juga juaraaakkk.. manisnya pas dan gurih santannya berasa.. ngga nyantol di tenggorokan..Paling tak terlupakan tiap makan dsni pasti pesen ayam rambut setan.. pedesnya nampoll, ayamnya juicy dan gede, bikin nafsu makan semakin lahap, sllrrppp...Oh iya, suami kmrn jg pesen mangut ikan pe, itu pilihan enak bgt di kala di Jkt susah bgt nemuin yg jual masakan ikan pe.. mangut dsni ngga amis sama sekali, daging pe nya empuk dan lembut bgt..Satu lg suami nyobain pepes telur asin, katanya juoss endesss bgt.. bagi pecinta telur asin wajib coba menu satu ini.."
Ngopi dapat bonus pilus,"Pas kesini cuma cobain Kopi Susu Bu Lurah. Rasa kopinya biasa aja sih ga begitu istimewa, tekstur dari kopinya juga ga begitu terasa ya, jadi kaya encer aja gitu. Terus cemilannya ada roti bakar & pisang bakarnya juga biasa aja. Tapi pelayanan disini top banget banyak gratisannya, dapet kacang pilus & kerupuk juga gratis. Kalau buat tempatnya saya kurang suka, karena cenderung gelap & terlalu ramai dengan koleksi-koleksi khasnya."
Restaurant khas Jawa di tengah Ibu Kota,"Pertama kali kesini suka banget sama suasananya, dari luar keliatan biasa aja tapi pas di dalem berasa kayak lagi di jawa hehehe pilihan makanannya banyak banget... bikin galau hahahaha kalian bisa menemukan beraneka ragam lauk pauk yang pastinya menggugah selera! Untuk pecinta pedas, disini banyak banget pilihan makanan yang cabenya gila2an. Ini gue order beberapa menu yaitu ikan nila, cumi, telor dadar, dan sayur daun pepaya. Harus coba deh makan disini, dijamin puas! Cheers, Desy"
Masakan Jawa enak!,"Hari ini kita rekomendasiin ke kalian nih masakan Jawa yang dijamin enak banget! Nasi putih ditambah dengan pilihan Cumi Huluk, Ayam Setan, Orek Tempe, dan Paru Goreng Basah. ———Buat kalian yang pecinta pedes, kalian harus cobain Ayam Setan yang sambelnya itu campuran dari 100 cabe rawit, daun bawang, dan daun kemangi. Ayamnya ga keras dan ukurannya lumayan besar loh untuk satu orang. Wangi daun kemangi nya bikin nagih sih walaupun pedeess banget. Bumbunya meresap ke dalam daging ayam sehingga pedesnya juga akan terasa walaupun kita cuma makan daging ayamnya. Lalu ada Cumi Huluk. Ini adalah cumi yang digoreng dan dicampur dengan sambel ijo. Rasa cuminya ga terlalu asin dan enak ditambah dengan rasa sambel ijo nya yang lumayan pedes menurut kita, beuuhh bikin ngiler🤤 Selanjutnya, Paru Goreng Basah. Ini jadi favorit kita sih karena rasanya gurih, kenyel, dan tekstur potongannya tebel-tebel gitu kayak kotak-kotak dadu. Dimakan jadi cemilan tanpa campuran pun juga enak👌🏻Dan terakhir ada Orek Tempe. Sebenernya rasa orek tempe hampir sama semua sih, rasanya manis. Cuma ga lengkap aja makan masakan Jawa kalo ga pake Orek Tempe hehe🤩"
Jakarta Rasa Yogyakarta,"Dengan nuansa jawa, warung ini mengingatkan gue dengan suasana jogja. Warm & Cozy banget tempatnya. Meskipun ramai pengunjung, ga buat warung ini terasa seperti pasar.Makanan disini enak-enak dan harganya juga hemm sedikit munguras kantong mahasiswa sih. Mie Godog 29kPorsinya standar, tapi kuahnya itu looh enak banget. Aku suka aku sukaaaaGedhang Kadhemen 28kMeskipun rasanya enak, cuma untuk pisang 3biji + ice cream vanila tergolong mahal dengan harga segitu. Jadi gue ga akan pesen ini lagi. Es Kopi Susu Bu Lurah 19kIni kopi susu yang katanya legendaris, untuk rasa sih standar kopi susu pada umumnya. Dengan harga yang murah, kopi ini cocok ko buat temen nongkrong."
Pedas Gila,"Kalau makan disini kerusakannya memang lumayan besar. Tapi entah karena harganya memang pricey, atau kitanya yang laper mata. Semua pengen dicoba karena menggugah selera.Begitu datang, silahkan ambil welcome drink gratis buat pecinta jamu. Lalu pilih menu yang disajikan di display. Juaranya sih Ayam Sambel Setan & Mendoan. Untuk minum rekomen Es Cincau, tapi sebenernya kalau mau hemat ya pesen es teh aja.Makanannya rata2 memang enak dengan porsi besar. Lebih disarankan kalau makan tengah biar ekonomis.Kalau datang weekday di jam maksi siap2 dapet tempat yang kurang strategis, krn beberapa spot ada yang kebagian panas, ada juga yg gelap dan agak sumpek karena kebanyakan properti. Parkir juga rebutan pastinya."
Spicy food ❤️,"Lagi pengen banget makan yg pedes2 dan karena varian lauk yg rasanya pedas disini banyak, jadilah bela2in kesini. Waktu itu pesen:1. Nasi Merah: 9.5242. Ayam Setan: 25.6283. Paru Goreng: 19.0484. Kopi Susu Bu Lurah: 19.000First timer nyobain kopi susu nya dan gue cukup suka, memang creamy tapi tetep berasa kopinya walaupun ga se strong Tuku. Gue recommend ke orang2 pecinta kopi yg mau nyari alternatif selain black coffee. Untuk makanannya sih gue ga ada complain sama sekali, beneran sesuka itu sama makanan2 disini. Walaupun memang kebanyakan disini lauknya spicy, tapi memang ada tingkatan pedasnya sendiri dan waiternya bisa ngejelasin yg pedasnya biasa di lauk yg mana dan yg cukup pedas ada di lauk yg mana. Rasa pedasnya pun ga asal pedas dari cabe, tapi banyak varian tergantung lo pesen menu apa.Semua yg gue pesen seharga 84.600 dan gue puas dengan apa yg gue makan, enak dan cukup affordable."
Makanan rumahan serba enak,"Warung MJS ini dulu lebih dikenal dengan nama mbah jingkrak, dulu mbah jingkrak ini franchise, namun sekarang sudah berdiri sendiri tidak franchise dan merubah namanya menjadi warung MJS. Lokasinya masih sama dengan yang dulu, di daerah setiabudi, tapi sekarang terlihat areanya lebih besar sampai ke belakang dan ada swimming poolnya tapi tidak bisa untuk berenang.  Interiornya disini unik banget, srperti rumah jawa serba kayu dengan hiasan-hiasan pritilan yang banyak, unik dan lucu. Contohnya aja banyak hiasan lonceng-lonceng di sekitar jembatan, puluhan topi dipajang di tembok, dan lain-lain.  
 Menu yang disajikan disini semuanya ada di bagian depan jadi sudah matang dan dijejerin di meja, tinggal kita pilih-pilih sendiri mau yang mana. 
Menunya masakan rumahan khas Indonesia, semuanya terlihat sangat menarik.  
 Aku berdua dengan suami, kita pesen kentang balado, tahu bakso, sayur tahu, ikan tenggiri, ayam goreng, sayur kuah tempe, dan tidak lupa nasi putihnya. Masakannya enak-enak semua, rasa rumahan emang tidak pernah salah deh. Enak dan sangat mengenyangkan. Kerupuk disini free loh jadi ambil sepuasnya ya. Hehe.  
 Overall puas makan disini, pasti bakal balik lagi kesini deh. Harganya memang agak mahal untuk sekelas masakan rumah tapi worth kok, wajib dicoba. Oh ya, disini ada mini coffee shop namanya kopi bu lurah, milik warung mjs juga tapi beda merek aja, reviewnya di page kopi bu lurah yaa."
Makan murah seperti dirumah tapi tidak murahan,"Kalo suka masakan jawa dan pedes, boleh coba disini, menunya yg didisplay lumayan bervariasi, jadi kalap kalo liat masakan yg disini karena banyak macemnya n tipikal masakan rumah banget, lauk ikan atau ayamnya tinggal minta digorengin aja atau dipanasin kl mau, sambel nya juga macem2. Yg sy suka juga disini, interiornya unik, ini rumah yg dijadikan resto, ownernya terlihat sekali seorang kolektor. Terlihat total banget sih konsep yg disajikan.... memanjakan lidah kita plus bikin kita nostalgia juga liat barang koleksi yg di display. Untuk pelayanannya sangat cepat, ramah, dari rasa masakan, suasana, ada table outdoor buat para smoker, dan saya lebih prefer outdoor sih karena saya kurang suka remang2, penyajian dan harga sangat memadai!!"
Rasa Masakan Rumah Bangetz,"Order masakan Warung MJS kali ini pesennya :
1. Ayam Bakar; ayamnya guede, gak gosong, enak, dagingnya gak keras, bumbunya meresap sampe kedalam.
2. tumis buncis, jagung : rasa tumis2an masakan rumah banget
3. udang tumis : ya cuma beberapa biji aja sih, tapi enaaaa bumbunya.
4. sambelnya enak.
5. nasinya pulen 
 mau lagi mau lagi mau lagi"
